Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num;
1737;0,883740131;...比真练了她还满足。我发觉我这人品质还行，关键时刻抹布擦擦就能[[[闪出光来]]]，有点牺牲精神”。高洋忍着笑，对我说：“你知道你安慰的那个得到...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1988\文学\大陆作家\1988 王朔 玩儿的就是心跳.txt;Fiction;Written;1980-2000;4;
728;0,230558681;...年书，但是谁也没有认真思索过学生的培养目标是什么，怎样才能培[[[养出工程师来]]]。有一种传统的看法：认为学生在大学里主要是学一些基础知识，毕业...;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1950s\1953\报刊\人民日报\rmrb_1953_12.txt;Newspaper;Written;1940-1960;2;
1121;0,989267204;...于关键性的问题，他更是抓住不放，一环紧扣一环地一抓到底，直至[[[抓出结果来]]]，决不虎头蛇尾、半途而废。新中国经济工作中遇到的一些棘手问题，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2005\报刊\人民日报\rmrb_2005_06.txt;Newspaper;Written;2000-2020;5;
1070;0,428799547;...首先，需要观察大自然并且对于自然现象提出有意义的问题，然后再[[[想出假说来]]]解释自然现象，之后设计实验来检验这些假说，核对从这些假说所给出...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2010s\201x\网络语料\中文维基\Wiki_005.txt;Online;Online;2000-2020;5;
511;0,013619293;...蔑，而又似乎不忍责骂的，复杂的神情。她的小薄嘴唇动了几动，才[[[说出话来]]]：“哥！踢破了鞋，不又教妈妈生气吗？”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1940s\1948\文学\1948 老舍 四世同堂第三部_饥荒.txt;Fiction;Written;1940-1960;2;
1734;0,890676177;...不把他放在眼里，他在楼下叫王琦瑶，她连门都不肯开，只让老妈子[[[伸出头来]]]回话。这时，他觉着她的心与他靠近了些，甚至是比王琦瑶更有了解和...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\文学\大陆作家\1996 王安忆 长恨歌.txt;Fiction;Written;1980-2000;4;
1634;0,573209502;...的商业服务优势得到更好的利用。而部分加工工序转移后，香港更可[[[腾出手来]]]，集中精力转上新轨。一举数得，几头兼顾，何乐而不为！;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1988\报刊\人民日报\rmrb_1988_03.txt;Newspaper;Written;1980-2000;4;
36;0,877943298;...严重错误的，报纸是犯过严重错误的，今后也不能保证不犯错误。要[[[找出办法来]]]，防止再犯大的错误。他提出了一个自称是“很怪”又“很重要”的问...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1990\报刊\人民日报\rmrb_1990_04.txt;Newspaper;Written;1980-2000;4;
2150;0,320854083;...你舅娘？”　“混蛋！”秦孝川本想按照执行警务的程序，让他们先[[[交出证件来]]]，问话之后再决定怎样处理，但“鸭公嗓”的一句脏话使秦孝川立时火...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1998\文学\大陆作家\1998 常温 桑拿小姐_第二一章_无奈的“职业”.txt;Fiction;Written;1980-2000;4;
79;0,497740062;...雨，身边挤满了人。林雨翔贴着一个长发女郎，穿着色彩缤纷，还常[[[拿出镜子来]]]照有没有被雨破相。身上有股奇香——香得发臭。她贴着一个秃头男人...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2000s\2000\文学\大陆作家\2000 韩寒 三重门.txt;Fiction;Written;2000-2020;5;
21;0,797930994;...勃的跨大西洋议程”而努力。另有报道说，欧盟委员会主席巴罗佐已[[[放出风来]]]，愿意同美国另找一个“对双方都合适的日期”举行欧美峰会。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2010s\2010\报刊\人民日报\rmrb_2010_02.txt;Newspaper;Written;2000-2020;5;
968;0,693396623;...到艺术突破的，只有写历史动荡时期对立尖锐的双方人情感化，才能[[[写出新意来]]]。这是我选择淮海战役和十年动乱时期为背景，设计了一个国民党将军...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1984\报刊\人民日报\rmrb_1984_01.txt;Newspaper;Written;1980-2000;4;
1491;0,228180769;...列“摸着石头过河”的方法抓紧、抓细、抓实、抓到底，就能很快地[[[抓出成效来]]]。反之，如果老是“飞机上吹笛子——唱高调”，除了落得个“空对空...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1987\报刊\人民日报\rmrb_1987_04.txt;Newspaper;Written;1980-2000;4;
25;0,410543393;...地进一步解放思想，放开手脚，理直气壮地抓副业，抓收入，一定要[[[抓出成效来]]]。省委和省人民政府决定采取下列措施：;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1980\报刊\人民日报\rmrb_1980_03.txt;Newspaper;Written;1980-2000;4;
1767;0,253515026;　　他的深陷的眼珠，突然[[[冒出火来]]]似的只是闪闪抖动，接着。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1957\文学\大陆作家\1957 吴强 红日.txt;Fiction;Written;1940-1960;2;
137;0,259313519;　　从没路的地方蹚出路来，从遍布荆棘的地方[[[辟出路来]]]，我们党以开拓创新的勇气砥砺前行，成就了一场改变中国、影响世界...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2020s\2022\报刊\人民日报\rmrb_2022_02.txt;Newspaper;Written;2000-2020;5;
558;0,285232507;...挤在平房里。为啥他们一进厂就能住上二室一厅的楼房？”还有的人[[[放出风来]]]：“工作是大家干的，干嘛对他们搞特殊？到时候咱们给他徐晓峰撂挑...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1993\报刊\人民日报\rmrb_1993_02.txt;Newspaper;Written;1980-2000;4;
1467;0,119362809;蓦然，台下掌声骤起，年轻人报告结束。会议主席[[[伸出手来]]]：“祝贺你！最年轻的代表，你的论文水平是高质量的。”一些外国学...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1987\报刊\人民日报\rmrb_1987_01.txt;Newspaper;Written;1980-2000;4;
144;0,71705186;...鬼专车前面的一个跑腿。这样，他就可以穿起深黄的衣服，从喉咙里[[[喷出火焰来]]]。这足够使一个普通的鬼火得到满足。不过里面也有一些凶险。一个有...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2000s\2000\翻译作品\文学\2000 洪涛 安徒生童话故事集.txt;Fiction_t;Written;2000-2020;5;
1083;0,92029261;...先拣紧的办”，宁肯少办其他一两件事，少上其他一两个项目，也要[[[挤出钱来]]]先解决孩子上学问题。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1994\报刊\报刊精选\1994年《报刊精选》11.txt;Newspaper;Written;1980-2000;4;
1439;0,327614659;...，和社员一起研究解决具体问题的办法，依靠大家的智慧，必然可以[[[想出办法来]]]。如果不采取这种群众路线的方法，而由少数干部自己处理，必然费力...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1956\报刊\人民日报\rmrb_1956_12.txt;Newspaper;Written;1940-1960;2;
1644;0,586163932;...清界限，站稳立场，加强学习，加强改造，争取不断进步；请求你们[[[伸出手来]]]，批评我，帮助我。我并且还向你们保证：坚决以行动来拥护共产党，...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1957\报刊\人民日报\rmrb_1957_07.txt;Newspaper;Written;1940-1960;2;
1212;0,536793304;　　“哪来好消息？”他一面说，一面从口袋里[[[掏出信来]]]。“也许你倒高兴看一看。”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1955\翻译作品\文学\1955 王科一 傲慢与偏见.txt;Fiction_t;Written;1940-1960;2;
1133;0,529522564;...们三个人。这个瓶子代表一个干井。你们正在井里玩。突然，干井里[[[冒出水来]]]，水涨得很快，你们必须赶快逃命。记住，我数七下，也就是只有七秒...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1994\报刊\读者\1994 Author 《读者》_159.txt;Magazine;Written;1980-2000;4;
786;0,183375802;他说，“当心[[[冻出病来]]]。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1970s\1977\文学\台湾作家\1977 高阳 红顶商人胡雪岩.txt;Fiction;Written;1960-1980;3;
1565;0,562820279;...见这话，视力突然恢复了，吓得她自己都不敢相信，瘫坐在地板上，[[[哭出声音来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2000s\2007\网络语料\博客\2007 虹影 虹影博客_1.txt;Online;Online;2000-2020;5;
2418;0,084317573;...我的锐利的刀瞧不见它自己切开的伤口，让青天不能从黑暗的重衾里[[[探出头来]]]，高喊“住手，住手！”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1999\翻译作品\文学\1944 朱生豪 麦克白.txt;Fiction_t;Written;1980-2000;4;
204;0,872144002;"...我进你那里边之前，我先在自己身上把它戴上。不然的话，我也许会[[[弄出孩子来]]]的，在没有搞到自己的地以前，咱们花不起这个钱。""他赤裸着身体坐...";New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1990\翻译作品\文学\1990 曾胡 荆棘鸟.txt;Fiction_t;Written;1980-2000;4;
41;0,244023982;...马列要精，要管用，要提倡实事求是，不要提倡本本。一句话：“要[[[腾出时间来]]]多办实事，多做少说。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2000\报刊\人民日报\rmrb_2000_06.txt;Newspaper;Written;2000-2020;5;
26;0,339529985;...，肥料先行，地里有肥，心中有数。这样，人民公社广大社员就可以[[[腾出手来]]]，把今年春耕春播和小麦田间管理做得更细更好。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;Newspaper;Written;1960-1980;3;
1905;0,025798034;...点民办教师工资，生活非常艰难。可她仍忘不了帮助贫困学生，经常[[[挤出钱来]]]为贫困学生补交学杂费和购买书刊文具。在赵老师的资助下，石下村适...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1997\报刊\人民日报\rmrb_1997_09.txt;Newspaper;Written;1980-2000;4;
723;0,195895866;...提升画面的对比度。还有就是精细加工，把一些细节部分更加完善，[[[造出层次感来]]]。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;3;V-chu-N-lai;Y;2010s\2017\报刊\人民日报\rmrb_2017_01.txt;Newspaper;Written;2000-2020;5;
807;0,194090925;同志们要在一处淌沙的地方[[[挖出路来]]]。风卷着灰沙，直往眼里、嘴里钻。戴上风镜，烫得令人难受；戴上口...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1954\报刊\人民日报\rmrb_1954_04.txt;Newspaper;Written;1940-1960;2;
279;0,756741385;...东西，情愿送回家中，清偿群众债务；但是又怕村人认为隐多报少，[[[闹出事来]]]。领导上除保证村人不再追究外，并予这些学生以名誉奖励。其它学生...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1940s\1947\报刊\人民日报\rmrb_1947_04.txt;Newspaper;Written;1940-1960;2;
1229;0,865503298;...位小姐的小费也是４—５法郎。在进入电影院时，在黑暗中从钱包中[[[拿出钱来]]]既不便又不礼貌，最好事先将小费拿在手中。在法国的厕所入口处大多...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1995\报刊\人民日报\rmrb_1995_04.txt;Newspaper;Written;1980-2000;4;
325;0,55715636;...者杜继昌)天津市西青区王顶堤村领导班子宁愿少办一个企业,也要[[[拿出钱来]]]支持孩子们都上学,多学文化知识,把他们真正培养成为建设社会主义...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2000s\2001\报刊\新华社\新华社2001年6月份新闻报道.txt;Newspaper;Written;2000-2020;5;
2116;0,344560105;堂堂美国的总统，[[[说出话来]]]竟荒唐到连三岁小孩都要嗤之以鼻。他居然还有脸皮跑到电视广播台上...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1958\报刊\人民日报\rmrb_1958_09.txt;Newspaper;Written;1940-1960;2;
1118;0,342085419;...方面，只有坚持“村为主”，放手让村委去开展工作，村党支部才能[[[腾出手来]]]更好地履行上级党组织赋予的职责，让“村为主”始终在党的路线、方...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2005\报刊\人民日报\rmrb_2005_06.txt;Newspaper;Written;2000-2020;5;
2726;0,558412513;　　“算了吧，要依你睡觉去，怎会[[[想出办法来]]]。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1959\文学\大陆作家\1959 李晓明 平原枪声.txt;Fiction;Written;1940-1960;2;
1545;0,510330772;...。妈妈还是喜欢老三的，只是怕别人说，怕他家里不同意，怕两个人[[[搞出事来]]]。但如果知道老三只能活三个月了，别人就不会说什么了，他家同意不...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2000s\2007\文学\大陆作家\2007 艾米 山楂树之恋.txt;Fiction;Written;2000-2020;5;
918;0,659902606;菲利普[[[掏出烟来]]]，但他大伯不让他点火。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1983\翻译作品\文学\1983 张柏然_张增建_倪俊 人性的枷锁.txt;Fiction_t;Written;1980-2000;4;
1865;0,398419789;出口】１（１）[[[说出话来]]]：～伤人｜～成章。（２）（船只）驶出港口。（３）本国或本地区的...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2000s\200x\应用文\词典\200x_estimated Author 现汉词典.txt;Academic;Written;2000-2020;5;
2055;0,428890384;...于促进祖国和平统一大业的讲话发表三周年。与会人士希望台湾当局[[[拿出诚意来]]]，尽早回应中国共产党关于两岸举行政治谈判的郑重呼吁，为发展两岸...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1998\报刊\人民日报\rmrb_1998_02.txt;Newspaper;Written;1980-2000;4;
2010;0,959946294;历史学家快速地[[[拿出字典来]]]。这是他的老习惯了。他找到字典里对Silo一词的释义：1。用来...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1997\翻译作品\文学\1997 胡建华 地球杀场.txt;Fiction_t;Written;1980-2000;4;
1545;0,809026178;...了。如何有效遏制公款集体行贿行为，希望有关部门认真研究，早日[[[拿出对策来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_01.txt;Newspaper;Written;1980-2000;4;
1219;0,334315468;一定在今年制[[[造出汽车来]]];New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1956\报刊\人民日报\rmrb_1956_01.txt;Newspaper;Written;1940-1960;2;
819;0,370404177;...先铺下身子。我们说啥，他们解决啥。这样的领导我们还有啥说的，[[[豁出命来]]]干吧！;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1970s\1978\报刊\人民日报\rmrb_1978_02.txt;Newspaper;Written;1960-1980;3;
50;0,343319156;...国家的发展服务。在有条件的地方和地区，人们开始炼钢、炼铁，并[[[炼出钢来]]]帮助发展生产，这样就生产了大量的铁，比他们想的要多的多。这就是...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1960\报刊\人民日报\rmrb_1960_02.txt;Newspaper;Written;1960-1980;3;
759;0,147644679;...说：“这是我防老的东西，如今毛主席领导着咱们，国家养我的老，[[[拿出钱来]]]把国家建设好，就什么都有了。”北京铁路管理局认购公债这天是最热...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1954\报刊\人民日报\rmrb_1954_01.txt;Newspaper;Written;1940-1960;2;
361;0,390008458;...西方作品也很多，有些人曾说新中国是排斥西方文化的，现在我可以[[[举出事实来]]]证明这样的说法是彻头彻尾的造谣。事实是：近二年来，我国所翻译的...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1951\报刊\人民日报\rmrb_1951_11.txt;Newspaper;Written;1940-1960;2;
2187;0,50026744;...工广泛地学习了这个重要文献，连下放到农村劳动锻炼的师生们，也[[[抽出时间来]]]进行讨论。工业经济系四年级学生、全国纺织工业劳动模范陈树兰说：...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1958\报刊\人民日报\rmrb_1958_11.txt;Newspaper;Written;1940-1960;2;
2485;0,140820419;...头种起；钢炼出来了，设备却还在那儿，第二年不需要重新建炉就能[[[炼出钢来]]]，甚至炼出更多的钢来。去年年底，当我们拿到一千一百多万吨钢的时...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1959\报刊\人民日报\rmrb_1959_02.txt;Newspaper;Written;1940-1960;2;
1461;0,941396121;...防空火力厉害，他驾机侵入时就“怕得心脏怦怦地跳，并且（身上）[[[冒出汗来]]]。”他说，由于袭击越南北方的美国飞贼大批丧命，所以美国空军的士...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1967\报刊\人民日报\rmrb_1967_12.txt;Newspaper;Written;1960-1980;3;
1137;0,609253574;...，后来方有不善耳。若如此，却似论性不论气，有些不备。却得程氏[[[说出气质来]]]接一接，便接得有首尾，一齐圆备了。”(《朱子全书》卷四十三);New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1985\应用文\社会科学\1985 涂又光 中国哲学简史.txt;Academic;Written;1980-2000;4;
1783;0,781913829;　　涛他娘说：“就是嘛，不经点心，[[[闹出事儿来]]]，光自惹人笑话。”;New;No;Yes;Absent;Indefinite;Absent;Non-concrete;1.5;V-chu-N-lai;Y;1950s\1957\文学\大陆作家\1957 梁斌 红旗谱.txt;Fiction;Written;1940-1960;2;
1941;0,904696639;...心，是进一步在政治思想上进行革命，开始时是会有些痛苦的，但是[[[交出心来]]]、丢掉思想包袱以后，心情一定会愉快。他希望工商业者在政治、思想...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\报刊\人民日报\rmrb_1958_04.txt;Newspaper;Written;1940-1960;2;
77;0,381080557;...达5千克的防爆服，挥汗如雨。每次完成一个工作时段，防爆服都能[[[倒出水来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2010s\2010\报刊\人民日报\rmrb_2010_09.txt;Newspaper;Written;2000-2020;5;
49;0,348780249;...运动的情况进行一次分析。他们把三方面的人员召集起来，各方面都[[[拿出材料来]]]分析，很快制定了规划，确定了措施。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1970s\1970\报刊\人民日报\rmrb_1970_06.txt;Newspaper;Written;1960-1980;3;
1248;0,430303904;“农民攒点钱不容易，在手里都[[[攥出汗来]]]了。政府动员买牛，可牛买回来了，牛奶卖不出去咋办？”三元食品公...;New;No;No;Present;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2006\报刊\人民日报\rmrb_2006_01.txt;Newspaper;Written;2000-2020;5;
407;0,813130209;...没有什么豪言壮语，也不主张光拿豪言壮语来唬人。他信的是实干，[[[干出成绩来]]]，就能对人类作出贡献，尽一个共产党员的义务和责任。去年，“春兰...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1992\报刊\人民日报\rmrb_1992_05.txt;Newspaper;Written;1980-2000;4;
100;0,557171973;...是人造的，人开的，车亏油也要靠人来解决它，一定要让“油老虎”[[[吐出油来]]]！;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1970s\1970\报刊\人民日报\rmrb_1970_12.txt;Newspaper;Written;1960-1980;3;
868;0,433673696;...话办事就会与群众隔着一层，特别是在制定政策、出台文件时很容易[[[闹出笑话来]]]。多些“烟火气”，说到底就是多接地气，意味着善融入、带温度、有...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2010s\2018\报刊\人民日报\rmrb_2018_05.txt;Newspaper;Written;2000-2020;5;
200;0,162430959;...挺不错，我认为其他任何人都不了解你对他的感情。但是，你向我提[[[问出疑问来]]]了，对吗？尽管问得不深，但是足以说明问题了，现在听听我的回答吧...;New;No;No;Present;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1990\翻译作品\文学\1990 曾胡 荆棘鸟.txt;Fiction_t;Written;1980-2000;4;
2175;0,616184952;这种舒心一直持续到女人把脚收回桥上，擦净穿上鞋袜，他才深深[[[吐出口气来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1998\文学\大陆作家\1998 龙凤伟 金龟.txt;Fiction;Written;1980-2000;4;
27;0,007586614;...上，脸色不大好看。他似乎想说话，但只是把嘴唇动了几下，并没有[[[说出话来]]]。他时时望着琴的脸，注意地听她谈话。但是琴并没有注意他。他又用...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1930s\1931\文学\1931 巴金 家.txt;Fiction;Written;1920-1940;1;
2365;0,099871183;　　赵中和默默地看着罗维民，良久，他似乎想[[[伸出手来]]]交给他什么，头却突然一歪，在罗维民怀里挣扎着咽下了最后一口气。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1999\文学\大陆作家\1999 张平 十面埋伏.txt;Fiction;Written;1980-2000;4;
893;0,74277445;...所需要的尺寸都在这图纸上注明，使木工们只要看了这一张图纸就能[[[做出模板来]]]，用不着再去参考旁的图纸，连设备所需要在模板上预留的管子洞也在...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1954\报刊\人民日报\rmrb_1954_11.txt;Newspaper;Written;1940-1960;2;
500;0,020299301;...害，他们跟福官厉害，明白了吧？臭王八！”这最后的称赞，他没肯[[[指出姓名来]]]，怕桌子传给那个人，而他的屁股遭殃。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1930s\1936\文学\1936 老舍_牛天赐传.txt;Fiction;Written;1920-1940;1;
581;0,852963425;...令暂缓拍卖这幅名画，以便组织一个募款委员会，呼吁全国朝野人士[[[掏出腰包来]]]拯救这些危在旦夕的“圣家属”的命运。但是，这一切的愤懑［mèn...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1960s\1962\报刊\人民日报\rmrb_1962_04.txt;Newspaper;Written;1960-1980;3;
1703;0,535543672;...离开这儿，她的翻译都是在这里产生的。大卫说他不知道母亲是怎么[[[挤出时间来]]]工作的。她一般六点半起床，给儿子和自己做早饭。饭后她总是到花园...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1988\报刊\读书\vol-106.txt;Newspaper;Written;1980-2000;4;
680;0,607375064;...山遍野的大豆高粱”……那里土质疏松，有机质含量高，土地肥得能[[[攥出油来]]]。全国大豆产量的1／3，玉米产量的1／2，都产自这个大粮仓。像...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2003\报刊\人民日报\rmrb_2003_10.txt;Newspaper;Written;2000-2020;5;
481;0,246357418;他[[[拔出鞋来]]]，走近萧队长，悄声儿说，好像怕人听见似的：“也难怪我那老伴老是...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1940s\1948\文学\1948 周立波 暴风骤雨.txt;Fiction;Written;1940-1960;2;
158;0,959248917;老祖父从涩哑喉咙中哼了一声，没[[[说出话来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1923\文学\1923 王统照 生与死的一行列.txt;Fiction;Written;1920-1940;1;
269;0,273420174;...要是他肯帮忙，事情就好办了。只是那个犹太人爱钱如命，要他自愿[[[拿出钱来]]]，那是万难办到的；而萨拉丁又不愿施用强迫的手段。但是钱却非要不...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1980s\1980\翻译作品\文学\1980 方平_王科一 十日谈.txt;Fiction_t;Written;1980-2000;4;
97;0,673059193;...更多高素质技术技能人才、能工巧匠、大国工匠。我国教育是能够培[[[养出大师来]]]的，我们要有这个自信！;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2020s\2021\报刊\人民日报\rmrb_2021_06.txt;Newspaper;Written;2000-2020;5;
944;0,896060501;...已有二三尺深的积雪了，他毫不犹疑地跳下去，拨出积雪，砸破冰，[[[取出水样来]]]。当他从水中拿出水瓶来的时候，霎时间，瓶子外面冻上了一层薄冰。...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1955\报刊\人民日报\rmrb_1955_01.txt;Newspaper;Written;1940-1960;2;
1249;0,346679523;...年终鉴定上。”听听这些青年的呼声吧！许多读者从四面八方向作家[[[伸出手来]]]要作品，也有许许多多青年文学创作者愿意以诚实的劳动来写作品，却...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1956\报刊\人民日报\rmrb_1956_03.txt;Newspaper;Written;1940-1960;2;
2567;0,561577727;...会做思想工作的人，他们解决思想问题，有时并不讲许多道理，而是[[[提出问题来]]]启发对方思考，往往几个问号成了打开思想的钥匙。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1959\报刊\人民日报\rmrb_1959_06.txt;Newspaper;Written;1940-1960;2;
1747;0,907042564;　　祖斐紧张地、缓缓[[[伸出手来]]]，预期它会很顺利地穿过山坡，谁知触手却是坚硬的岩石。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1980s\1988\文学\香港作家\1988 亦舒 异乡人.txt;Fiction;Written;1980-2000;4;
1189;0,994907913;　　反正在家里闲着也是闲着，弄不好倒要[[[闷出毛病来]]]。于是翻阅了不少久违的资料，观摩过名师授课的影碟，广征博引，自...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2005\文学\大陆作家\2005 陆步轩 屠夫看世界.TXT;Fiction;Written;2000-2020;5;
121;0,677746239;　　舰长立刻转过身，从背心口袋里[[[掏出望远镜来]]]仔细看着。;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;2000s\2000\翻译作品\文学\2000 朱学恒 龙枪编年史03.txt;Fiction_t;Written;2000-2020;5;
275;0,814054761;...他出来以后还能行医不能呢？我要是劝着他别多下石膏，也许不至再[[[惹出祸来]]]！”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1930s\1933\文学\1933 老舍 离婚.txt;Fiction;Written;1920-1940;1;
